8065964939001466992,901200681,Prendario,2000000.000000000000000,1676932.379573,15.000000000000000,6,1.000000,1
8065964939001466992,901200681,Personal,7000.000000000000000,7000.000000000000000,21.000000000000000,24,0,2
8065964939001466992,123456789,Prendario,3000.000000000000000,0,15.000000000000000,6,6.000000,2
8065964939001466992,123456789,Personal,1000000.000000000000000,704182.700465,35.000000000000000,12,4.000000,1
8065964939001466992,123456789,Prendario,2000.000000000000000,2000.000000000000000,15.000000000000000,6,0,2
8065964939001466992,123456789,Hipotecario,60000000.000000000000000,60000000.000000000000000,3.000000000000000,360,0,1
8065964939001466992,123456789,Prendario,5000.000000000000000,5000.000000000000000,10.000000000000000,36,0,2
8065964939001466992,123456789,Hipotecario,20000000.000000000000000,20000000.000000000000000,5.000000000000000,120,0,1
8065964939001466992,123456789,Prendario,2000.000000000000000,1522.160571,12.000000000000000,12,3.000000,2
1010,123456789,Hipotecario,700000.000000000000000,700000.000000000000000,5.000000000000000,120,0,1
